protein_id	organism_name	kingdom	protein_length	TM_helix_presence	class	cv_subset
Q60866	Mus musculus	Metazoa	349	False	Training	3
P22148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382	False	Training	3
Q9JJD0	Mus musculus	Metazoa	305	False	Training	3
Q8IS98	Crithidia fasciculata	Discoba	134	False	Training	3
P82538	Arabidopsis thaliana	Viridiplantae	230	False	Training	3
Q80WT4	Mus musculus	Metazoa	515	True	Training	3
Q9ZQI7	Arabidopsis thaliana	Viridiplantae	456	False	Training	3
Q0VD86	Homo sapiens	Metazoa	236	False	Training	3
Q8WSR2	Ascaris suum	Metazoa	141	True	Training	3
P82920	Bos taurus	Metazoa	87	False	Training	3
Q18412	Caenorhabditis elegans	Metazoa	309	False	Training	3
Q8BKT7	Mus musculus	Metazoa	683	False	Training	3
Q8CC21	Mus musculus	Metazoa	365	False	Training	3
P63007	Rattus norvegicus	Metazoa	406	False	Training	3
A2AMM0	Mus musculus	Metazoa	362	False	Training	3
Q8L7E5	Arabidopsis thaliana	Viridiplantae	703	True	Training	3
Q8IVP5	Homo sapiens	Metazoa	155	True	Training	3
Q7RX40	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	158	False	Training	3
Q98TA5	Xenopus laevis	Metazoa	896	False	Training	3
Q07950	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538	True	Training	3
Q9WVL3	Mus musculus	Metazoa	1083	True	Training	3
Q6NLW5	Arabidopsis thaliana	Viridiplantae	300	False	Training	3
Q9C5Q8	Arabidopsis thaliana	Viridiplantae	942	False	Training	3
Q8L3X9	Arabidopsis thaliana	Viridiplantae	461	False	Training	3
P22194	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	332	False	Training	3
Q9XVI2	Caenorhabditis elegans	Metazoa	811	False	Training	3
Q6FN94	Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138)	Fungi	499	False	Training	3
Q8BNX7	Mus musculus	Metazoa	165	True	Training	3
Q8WU10	Homo sapiens	Metazoa	500	False	Training	3
P39103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	70	True	Training	3
Q6SJ95	Mus musculus	Metazoa	350	False	Training	3
P52927	Mus musculus	Metazoa	108	False	Training	3
Q9UHX1	Homo sapiens	Metazoa	559	False	Training	3
Q13216	Homo sapiens	Metazoa	396	False	Training	3
Q9Y7Y5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	369	False	Training	3
P22812	Drosophila melanogaster	Metazoa	462	False	Training	3
O54699	Rattus norvegicus	Metazoa	456	True	Training	3
H2KYS8	Caenorhabditis elegans	Metazoa	1107	True	Training	3
P30997	Gallus gallus	Metazoa	906	False	Training	3
P29747	Drosophila melanogaster	Metazoa	516	False	Training	3
P34784	Aglaothamnion neglectum	Rhodophyta	317	False	Training	3
Q8QZY3	Mus musculus	Metazoa	150	False	Training	3
O14215	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	454	False	Training	3
Q9W0I5	Drosophila melanogaster	Metazoa	251	False	Training	3
Q8GUT5	Arabidopsis thaliana	Viridiplantae	288	False	Training	3
P27895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1000	False	Training	3
Q9JL55	Rattus norvegicus	Metazoa	331	True	Training	3
Q6NTE8	Homo sapiens	Metazoa	343	False	Training	3
Q04110	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	302	False	Training	3
P97414	Mus musculus	Metazoa	668	True	Training	3
Q96D98	Homo sapiens	Metazoa	161	False	Training	3
P47074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	515	False	Training	3
Q6PJW8	Homo sapiens	Metazoa	725	True	Training	3
Q9XIE2	Arabidopsis thaliana	Viridiplantae	1469	True	Training	3
Q03760	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334	False	Training	3
Q53S58	Homo sapiens	Metazoa	311	True	Training	3
P06105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1222	False	Training	3
Q06162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153	False	Training	3
Q19404	Caenorhabditis elegans	Metazoa	442	False	Training	3
P38855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283	False	Training	3
O17514	Caenorhabditis elegans	Metazoa	773	False	Training	3
Q80US8	Mus musculus	Metazoa	206	False	Training	3
Q9JIB0	Mus musculus	Metazoa	185	False	Training	3
Q6P9B9	Homo sapiens	Metazoa	1019	True	Training	3
P82411	Spinacia oleracea	Viridiplantae	116	False	Training	3
Q9NS73	Homo sapiens	Metazoa	344	False	Training	3
Q99L02	Mus musculus	Metazoa	253	False	Training	3
Q96MI9	Homo sapiens	Metazoa	1112	False	Training	3
P18496	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279	False	Training	3
Q8BQR4	Mus musculus	Metazoa	486	False	Training	3
P37225	Solanum tuberosum	Viridiplantae	601	False	Training	3
P25638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111	False	Training	3
P25364	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	564	False	Training	3
Q16629	Homo sapiens	Metazoa	238	False	Training	3
Q09739	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210	False	Training	3
Q9DCJ5	Mus musculus	Metazoa	172	False	Training	3
Q5SS91	Mus musculus	Metazoa	320	True	Training	3
F4IN23	Arabidopsis thaliana	Viridiplantae	321	False	Training	3
G5EEU2	Caenorhabditis elegans	Metazoa	714	False	Training	3
Q14CX5	Homo sapiens	Metazoa	517	True	Training	3
B7Z0X7	Drosophila melanogaster	Metazoa	61	True	Training	3
Q03898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	291	False	Training	3
P39749	Mus musculus	Metazoa	378	False	Training	3
Q8N371	Homo sapiens	Metazoa	416	False	Training	3
Q9VZM7	Drosophila melanogaster	Metazoa	631	False	Training	3
Q92552	Homo sapiens	Metazoa	414	False	Training	3
P30968	Homo sapiens	Metazoa	328	True	Training	3
Q9QXX8	Mus musculus	Metazoa	484	False	Training	3
Q8H7F6	Arabidopsis thaliana	Viridiplantae	293	False	Training	3
Q90Z72	Gallus gallus	Metazoa	458	False	Training	3
Q10290	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303	False	Training	3
Q9VYQ0	Drosophila melanogaster	Metazoa	172	False	Training	3
O81208	Arabidopsis thaliana	Viridiplantae	110	True	Training	3
O74511	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	838	False	Training	3
O04121	Spinacia oleracea	Viridiplantae	439	False	Training	3
Q7TS63	Mus musculus	Metazoa	1237	False	Training	3
Q06679	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	776	False	Training	3
O14210	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295	False	Training	3
O14368	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	143	False	Training	3
Q8N2Z9	Homo sapiens	Metazoa	138	False	Training	3
Q9C115	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	150	False	Training	3
F4KFB3	Arabidopsis thaliana	Viridiplantae	598	False	Training	3
A0A096LP01	Homo sapiens	Metazoa	95	True	Training	3
P23511	Homo sapiens	Metazoa	347	False	Training	3
Q3YEC7	Homo sapiens	Metazoa	729	False	Training	3
P30557	Mus musculus	Metazoa	365	True	Training	3
O14141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	241	False	Training	3
Q6PL11	Oryza sativa subsp. japonica	Viridiplantae	173	False	Training	3
Q66K74	Homo sapiens	Metazoa	1059	False	Training	3
O43521	Homo sapiens	Metazoa	198	False	Training	3
O08586	Mus musculus	Metazoa	403	False	Training	3
Q9W252	Drosophila melanogaster	Metazoa	1318	False	Training	3
Q20497	Caenorhabditis elegans	Metazoa	3498	False	Training	3
Q8CII8	Mus musculus	Metazoa	388	True	Training	3
Q9DBL9	Mus musculus	Metazoa	351	False	Training	3
O43592	Homo sapiens	Metazoa	962	False	Training	3
Q9VX09	Drosophila melanogaster	Metazoa	607	False	Training	3
Q6Z6M4	Oryza sativa subsp. japonica	Viridiplantae	572	False	Training	3
P92792	Solanum tuberosum	Viridiplantae	204	True	Training	3
Q8VY52	Arabidopsis thaliana	Viridiplantae	232	False	Training	3
Q53EK2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	232	False	Training	3
Q9SFB0	Arabidopsis thaliana	Viridiplantae	526	True	Training	3
Q5ANE3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	170	True	Training	3
P23249	Mus musculus	Metazoa	1004	False	Training	3
O74844	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	False	Training	3
Q9JLM4	Mus musculus	Metazoa	1370	False	Training	3
Q96301	Arabidopsis thaliana	Viridiplantae	914	False	Training	3
P38628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	557	False	Training	3
O96000	Homo sapiens	Metazoa	172	False	Training	3
Q9V466	Drosophila melanogaster	Metazoa	845	False	Training	3
P42841	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465	False	Training	3
Q9D328	Mus musculus	Metazoa	167	True	Training	3
P23615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1451	False	Training	3
E7F568	Danio rerio	Metazoa	1343	False	Training	3
P39706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426	False	Training	3
P81122	Mus musculus	Metazoa	1321	False	Training	3
Q7K556	Drosophila melanogaster	Metazoa	475	False	Training	3
Q84JH7	Arabidopsis thaliana	Viridiplantae	225	False	Training	3
Q63707	Rattus norvegicus	Metazoa	395	True	Training	3
Q9UTH3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	775	False	Training	3
Q10271	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	321	False	Training	3
P51948	Homo sapiens	Metazoa	309	False	Training	3
Q03750	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	510	False	Training	3
Q8S3U9	Arabidopsis thaliana	Viridiplantae	1090	False	Training	3
P40528	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	902	True	Training	3
Q9LVG4	Arabidopsis thaliana	Viridiplantae	495	False	Training	3
Q9QWV4	Mus musculus	Metazoa	267	False	Training	3
Q3MIR4	Homo sapiens	Metazoa	351	True	Training	3
Q06525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465	False	Training	3
Q12068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342	False	Training	3
Q8IVQ6	Homo sapiens	Metazoa	265	True	Training	3
O42647	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188	False	Training	3
Q4KMM3	Mus musculus	Metazoa	866	False	Training	3
Q6P2C8	Homo sapiens	Metazoa	311	False	Training	3
Q5WRN1	Caenorhabditis elegans	Metazoa	301	True	Training	3
O88382	Rattus norvegicus	Metazoa	1277	False	Training	3
Q9NR90	Homo sapiens	Metazoa	486	False	Training	3
P0DW81	Homo sapiens	Metazoa	44	False	Training	3
A1Z8P9	Drosophila melanogaster	Metazoa	2346	False	Training	3
Q06324	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491	False	Training	3
Q9FMS5	Arabidopsis thaliana	Viridiplantae	672	False	Training	3
P46414	Mus musculus	Metazoa	197	False	Training	3
A0A486WWJ9	Caenorhabditis elegans	Metazoa	582	False	Training	3
Q63HN8	Homo sapiens	Metazoa	5207	False	Training	3
Q03429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123	False	Training	3
Q9NQV5	Homo sapiens	Metazoa	511	False	Training	3
Q9SHZ6	Arabidopsis thaliana	Viridiplantae	343	False	Training	3
M0R7Z9	Rattus norvegicus	Metazoa	475	False	Training	3
P48512	Arabidopsis thaliana	Viridiplantae	312	False	Training	3
P51530	Homo sapiens	Metazoa	1060	False	Training	3
P36011	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	622	False	Training	3
B5KM66	Mus musculus	Metazoa	88	False	Training	3
P07261	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785	False	Training	3
Q9ZQZ6	Arabidopsis thaliana	Viridiplantae	263	False	Training	3
Q15003	Homo sapiens	Metazoa	741	False	Training	3
P49599	Arabidopsis thaliana	Viridiplantae	388	True	Training	3
Q04170	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	232	False	Training	3
Q02637	Drosophila melanogaster	Metazoa	449	False	Training	3
Q53GS7	Homo sapiens	Metazoa	698	False	Training	3
Q80T22	Rattus norvegicus	Metazoa	484	True	Training	3
P40546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346	False	Training	3
Q8CJ00	Mus musculus	Metazoa	444	False	Training	3
P52594	Homo sapiens	Metazoa	562	False	Training	3
Q9H875	Homo sapiens	Metazoa	184	False	Training	3
D2K8N5	Nicotiana benthamiana	Viridiplantae	403	False	Training	3
O94603	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	948	False	Training	3
Q9VAW5	Drosophila melanogaster	Metazoa	1673	False	Training	3
P53927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220	False	Training	3
Q9VL76	Drosophila melanogaster	Metazoa	613	False	Training	3
O02274	Caenorhabditis elegans	Metazoa	539	False	Training	3
P38255	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430	False	Training	4
Q2M2T7	Bos taurus	Metazoa	167	False	Training	4
Q84JF5	Arabidopsis thaliana	Viridiplantae	483	False	Training	4
Q9JM05	Mus musculus	Metazoa	507	False	Training	4
Q5NCM1	Mus musculus	Metazoa	492	True	Training	4
Q9JHU6	Rattus norvegicus	Metazoa	180	False	Training	4
O43068	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	421	False	Training	4
O43822	Homo sapiens	Metazoa	256	False	Training	4
W0RYD3	Oryza sativa subsp. japonica	Viridiplantae	2135	True	Training	4
Q58WW2	Homo sapiens	Metazoa	860	False	Training	4
Q8VZL6	Arabidopsis thaliana	Viridiplantae	441	False	Training	4
P38812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	185	False	Training	4
P08593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	268	False	Training	4
O59793	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	384	False	Training	4
O20029	Chlamydomonas reinhardtii	Viridiplantae	191	False	Training	4
Q96KS0	Homo sapiens	Metazoa	407	False	Training	4
P28004	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	379	False	Training	4
Q9SYM5	Arabidopsis thaliana	Viridiplantae	669	False	Training	4
P11799	Gallus gallus	Metazoa	1906	False	Training	4
Q9Y118	Drosophila melanogaster	Metazoa	431	False	Training	4
Q9ES71	Rattus norvegicus	Metazoa	678	False	Training	4
P79083	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328	False	Training	4
Q9UT19	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	764	False	Training	4
Q21227	Caenorhabditis elegans	Metazoa	1188	False	Training	4
Q9T0A4	Arabidopsis thaliana	Viridiplantae	250	False	Training	4
Q5HZJ0	Mus musculus	Metazoa	1373	False	Training	4
P40166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	100	False	Training	4
O13709	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244	True	Training	4
Q56P03	Homo sapiens	Metazoa	285	False	Training	4
Q8BMI0	Mus musculus	Metazoa	1194	False	Training	4
P08456	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	276	True	Training	4
P35729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1037	False	Training	4
Q84VX3	Arabidopsis thaliana	Viridiplantae	626	False	Training	4
P97838	Rattus norvegicus	Metazoa	977	False	Training	4
P05375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	206	True	Training	4
Q7KTX8	Drosophila melanogaster	Metazoa	2618	False	Training	4
P87000	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	926	False	Training	4
P43558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	301	False	Training	4
Q06568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189	False	Training	4
Q9VB62	Drosophila melanogaster	Metazoa	609	False	Training	4
Q91876	Xenopus laevis	Metazoa	720	False	Training	4
Q9VWC6	Drosophila melanogaster	Metazoa	1596	False	Training	4
Q8WV28	Homo sapiens	Metazoa	456	False	Training	4
P82162	Spinacia oleracea	Viridiplantae	195	False	Training	4
P86044	Mus musculus	Metazoa	747	True	Training	4
Q04545	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1251	False	Training	4
P82919	Bos taurus	Metazoa	196	False	Training	4
Q59H18	Homo sapiens	Metazoa	835	False	Training	4
Q08245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113	False	Training	4
Q23696	Crithidia fasciculata	Discoba	467	False	Training	4
B5X582	Arabidopsis thaliana	Viridiplantae	709	False	Training	4
Q9USP0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	341	False	Training	4
Q8IWD4	Homo sapiens	Metazoa	279	False	Training	4
Q9CQ91	Mus musculus	Metazoa	84	True	Training	4
Q8VZ80	Arabidopsis thaliana	Viridiplantae	539	True	Training	4
Q9ESV1	Rattus norvegicus	Metazoa	1051	False	Training	4
Q53R41	Homo sapiens	Metazoa	847	False	Training	4
Q96A72	Homo sapiens	Metazoa	148	False	Training	4
Q923S6	Mus musculus	Metazoa	574	False	Training	4
B0XTT5	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10)	Fungi	247	False	Training	4
P16467	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	563	False	Training	4
Q8CD10	Mus musculus	Metazoa	432	False	Training	4
P24345	Zea mays	Viridiplantae	359	False	Training	4
P56564	Mus musculus	Metazoa	543	True	Training	4
Q12062	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	643	False	Training	4
Q91XB0	Mus musculus	Metazoa	314	False	Training	4
P47069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	682	True	Training	4
Q9NWS8	Homo sapiens	Metazoa	449	False	Training	4
Q9Z1T5	Mus musculus	Metazoa	566	False	Training	4
Q9FFS4	Arabidopsis thaliana	Viridiplantae	101	False	Training	4
Q9C516	Arabidopsis thaliana	Viridiplantae	848	False	Training	4
Q9LUJ3	Arabidopsis thaliana	Viridiplantae	163	False	Training	4
Q3U6Q4	Mus musculus	Metazoa	756	False	Training	4
Q12830	Homo sapiens	Metazoa	3046	False	Training	4
U3H042	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264	False	Training	4
P40847	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	254	False	Training	4
Q63430	Rattus norvegicus	Metazoa	154	False	Training	4
P47084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519	False	Training	4
P56216	Penicillium simplicissimum	Fungi	560	False	Training	4
Q9Y3C1	Homo sapiens	Metazoa	178	False	Training	4
Q9WVR8	Rattus norvegicus	Metazoa	610	False	Training	4
Q9V9V9	Drosophila melanogaster	Metazoa	200	False	Training	4
Q9VDE8	Drosophila melanogaster	Metazoa	974	False	Training	4
Q9URQ5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78	False	Training	4
Q922B6	Mus musculus	Metazoa	594	False	Training	4
Q9Y4P1	Homo sapiens	Metazoa	393	False	Training	4
Q03640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1545	True	Training	4
Q13286	Homo sapiens	Metazoa	438	True	Training	4
P25367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405	False	Training	4
P47822	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	140	False	Training	4
Q9NQS5	Homo sapiens	Metazoa	396	True	Training	4
P87074	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	778	False	Training	4
P50091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	288	False	Training	4
A0A2H1A5W4	Candidozyma auris	Fungi	679	False	Training	4
P04039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78	True	Training	4
Q9HCC9	Homo sapiens	Metazoa	887	False	Training	4
Q8WUA4	Homo sapiens	Metazoa	911	False	Training	4
Q23544	Caenorhabditis elegans	Metazoa	508	True	Training	4
Q04659	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	317	False	Training	4
Q6UWS5	Homo sapiens	Metazoa	81	False	Training	4
Q03375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135	False	Training	4
O43313	Homo sapiens	Metazoa	823	False	Training	4
P32453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	318	False	Training	4
Q38FI2	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Discoba	143	False	Training	4
Q14642	Homo sapiens	Metazoa	412	False	Training	4
Q08622	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556	False	Training	4
O48782	Arabidopsis thaliana	Viridiplantae	282	False	Training	4
P0CT58	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	130	False	Training	4
Q9HBL8	Homo sapiens	Metazoa	299	False	Training	4
Q9Y7Y6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	291	False	Training	4
Q05648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	True	Training	4
P43594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	170	False	Training	4
Q5HZG9	Mus musculus	Metazoa	337	False	Training	4
Q5EAF2	Arabidopsis thaliana	Viridiplantae	334	False	Training	4
Q9NWT8	Homo sapiens	Metazoa	199	False	Training	4
Q84LK0	Arabidopsis thaliana	Viridiplantae	1118	False	Training	4
Q9SHJ5	Arabidopsis thaliana	Viridiplantae	585	True	Training	4
Q8BXP5	Mus musculus	Metazoa	385	False	Training	4
Q5AP95	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	517	False	Training	4
P24473	Rattus norvegicus	Metazoa	226	False	Training	4
Q12315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538	False	Training	4
Q15466	Homo sapiens	Metazoa	257	False	Training	4
Q9H9E3	Homo sapiens	Metazoa	785	False	Training	4
Q9LW00	Arabidopsis thaliana	Viridiplantae	254	False	Training	4
P0CX38	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236	False	Training	4
A0A7J6KE60	Toxoplasma gondii	Sar	652	True	Training	4
Q6ZPR5	Mus musculus	Metazoa	823	True	Training	4
Q96BY6	Homo sapiens	Metazoa	2186	False	Training	4
P0DOW4	Ramazzottius varieornatus	Metazoa	445	False	Training	4
Q9VEN1	Drosophila melanogaster	Metazoa	2210	False	Training	4
Q9NY74	Homo sapiens	Metazoa	926	False	Training	4
Q62696	Rattus norvegicus	Metazoa	911	False	Training	4
P33749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630	False	Training	4
P48240	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250	False	Training	4
Q9ZST9	Pisum sativum	Viridiplantae	252	False	Training	4
Q06697	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393	False	Training	4
Q0JJ05	Oryza sativa subsp. japonica	Viridiplantae	987	False	Training	4
O13852	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249	False	Training	4
P49367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	693	False	Training	4
P22907	Mus musculus	Metazoa	361	False	Training	4
Q9FNZ5	Arabidopsis thaliana	Viridiplantae	142	False	Training	4
P14923	Homo sapiens	Metazoa	745	False	Training	4
Q8IVS2	Homo sapiens	Metazoa	390	False	Training	4
Q9UT72	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	False	Training	4
Q6P1J9	Homo sapiens	Metazoa	531	False	Training	4
Q9Z309	Mus musculus	Metazoa	187	False	Training	4
Q9YHT2	Gallus gallus	Metazoa	290	False	Training	4
Q9NXW2	Homo sapiens	Metazoa	375	True	Training	4
P97521	Rattus norvegicus	Metazoa	301	True	Training	4
O49668	Arabidopsis thaliana	Viridiplantae	214	True	Training	4
Q8NHV9	Homo sapiens	Metazoa	184	False	Training	4
Q7SA60	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	228	False	Training	4
Q9FZ47	Arabidopsis thaliana	Viridiplantae	290	False	Training	4
Q8TAC2	Homo sapiens	Metazoa	188	False	Training	4
Q9FJI1	Arabidopsis thaliana	Viridiplantae	178	False	Training	4
P53034	Drosophila melanogaster	Metazoa	331	False	Training	4
O74331	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	363	False	Training	4
Q12406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	477	False	Training	4
P50876	Homo sapiens	Metazoa	292	True	Training	4
Q9VV73	Drosophila melanogaster	Metazoa	841	False	Training	4
Q9H0F6	Homo sapiens	Metazoa	387	False	Training	4
Q99MI9	Cricetulus longicaudatus	Metazoa	692	False	Training	4
P17937	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	249	False	Training	4
P38137	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	543	False	Training	4
P09211	Homo sapiens	Metazoa	210	False	Training	4
Q6UW78	Homo sapiens	Metazoa	93	True	Training	4
O00841	Dictyostelium discoideum	Amoebozoa	802	False	Training	4
P32874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2273	False	Training	4
O75506	Homo sapiens	Metazoa	76	False	Training	4
Q28177	Bos taurus	Metazoa	415	False	Training	4
Q9BW71	Homo sapiens	Metazoa	556	False	Training	4
Q7JXF5	Drosophila melanogaster	Metazoa	394	False	Training	4
Q22795	Caenorhabditis elegans	Metazoa	242	False	Training	4
P40858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161	False	Training	4
Q8N5C7	Homo sapiens	Metazoa	304	False	Training	4
Q00416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2231	False	Training	4
Q8IUG5	Homo sapiens	Metazoa	2567	False	Training	4
P46681	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	530	False	Training	4
Q96P66	Homo sapiens	Metazoa	508	True	Training	4
P47127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	False	Training	4
A0A5K7RLP0	Mus musculus	Metazoa	589	False	Training	4
Q3E824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	90	True	Training	4
P48732	Arabidopsis thaliana	Viridiplantae	543	False	Training	4
Q96ER3	Homo sapiens	Metazoa	474	False	Training	4
Q9UGU0	Homo sapiens	Metazoa	1960	False	Training	4
Q9UM63	Homo sapiens	Metazoa	463	False	Training	4
P41161	Homo sapiens	Metazoa	510	False	Training	4
P53150	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	421	False	Training	4
